문장,clean
미국에서 총기사건이 왜 일어났는지 곰곰히 생각해볼만하네,1
웃음만 나와   왜그럴까 이유를 알기때문이지,1
여군들이 같이 복무 하기 싫다고 반대하지 않았었나?,1
돈이 중하지?,1
본격적인 백래쉬 발동하는 단계노.,1
저거 시계야 지금 7시네 ㅋㅋㅋㅋ,1
이런거 안보고 싶은데 그냥 조용히 키워라. 뭐 애같고 장사하는것도 아니고. 쯧,1
비정규직의 여성노동자들의 삶이 이렇게 열악합니다 힘내세요 당신들을 응원합니다 화이팅!,1
한국에서 오래 살아서 한국 시민권 얻으면저사람이 고소 가능할텐데 말 아껴서 쓰자,1
은지원 표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
씁쓸하다. 페미니 메갈이니 꼴보기싫어서 저렇게 행동했다는게 시원하다고 느끼는 지금 이런 감정자체가 씁쓸하다. 범죄를 보고도 신고를 안하는게 당연시 되다니...정신차려야되 여자든 남자든 상식적인 세상으로 돌아왔으면 좋겠다.,1
"집엔 사랑하는 아빠와 오빠, 남동생이 있건만. . . 혐오를 넘어 질서를 세우자.",1
급식충이라고 무시만해서 미안하다 ㅠㅠ,1
아 미래가 기대되노,1
겉으로는 품위있고 고상해 보이며 기부를 많이 하는데 ...,1
블박차 과실이 클듯,1
하트감성 무시ㄴㄴ,1
3년에 40억이면 할만하네요. ~,1
부모는 자식의 거울이다 훌륭한 부모님께 사랑 많이 받고 자라서인지 자존감이 월등하군요 30호님 매력이 넘쳐요 팬 됐쓰요,1
죽일 의도는 없었다하더라도 이러다 죽을 수도 있겠다는 알았다고 봐야 한다,1
건전지 사이즈 AAA 만하다 이기야,1
어쩌란거 무플 16베? 헐,1
와 저 광고 쎄다 확 와닿는데,1
그냥 하지마........ 욕 안 하고 안 하면 될 것을..............,1
고맙노 예시 유용하노,1
좋은 정보 ㄱㅅ,1
저건 뭐 피해주는것도 아닌데 하든가 말든가,1
그건 다문화가 아니라 식민지 아니냐?,1
ㅋㅋㅋ 사스가,1
아니 그보다 지갑에 마카롱이 들어가...? 지갑이 무슨... 지갑이 아니라 가방 아닐까..,1
누군지도 몰랐는데.. 참,1
정화통도 안달고 뭐하노,1
얼른 천국으로 보내야지~,1
ㅋㅋㅋ 어이가 없노,1
와 합성아닌거 같은데ㄷㄷ,1
가화만사성입니다. 돈이아무리많아도 가정이없으면불행하죠,1
만화 용오 에서 비슷한 장면이 온갖 고문에도 난 절대 입을 열지 않겠다고 여기서 죽으면 난 천국에 간다고 버티던 사람을 고기스튜 떠서 먹이겠다고 하니깐 사람이 변함...,1
후팔 내댓글 기사타부렀노 ㅋㅋ 앵나오게 좋네 ㅋㅋ,1
그냥 평범 통통하게 생겼 겠는데,1
핏물이 질질흐르는 사진은 입맛을 돋구는데 멀쩡한사진은 식욕재기하노,1
걍 벌금 ㄱㄱ,1
대구 중구 공평로사노 이기야,1
아이폰은 miracamfree 이거 쓰면 됨,1
난 개안아요,1
1914년,1
늙음이 정말로 애국할 때도 있네,1
폭언을 했더라도 하나의 고귀한 생명을 뺴앗는것은 심각한 죄입니다,1
24 나년 너년 쓰지마라이기,1
이건 페북으로 본지 최소 반년은 지난거 같은데 일베오네,1
충분히 모를수가 있다고 생각하는데?여행사를 이용해서 갔기 때문에 근데 아마 여행사측에서는 알고있었겠지참고로 저지역에서 성지순례를 하는게 아니라 이스라엘도 들어가는 길목이라고 하더라,1
90년대 초반까지는 흔하게 쓰이던 말인데 어느순간 사라짐,1
22 다들 튈 준비하는건 아닌가싶다,1
이얘기 10 년 전으로 가서 우리 집사람 한테 좀 해줘라,1
어그로가 또...,1
영원한 적은 없고 영원한 친구 또한 없다,1
독방 ㅇㅈ?,1
이춘식(98) 세뱃돈 줫다뺏어 추태,1
목록에 워마드는 빠져있네요,1
호신 관련해서는 중국 영화 나오는 장쯔이 같은 무림의 고수를 늘 좋아했노 구체적인 롤모델 이미지가 있어도 좋겠다는 생각이 드노,1
민족배신자 처단했노 문구 라,1
막상 글 보고 감동 먹어서 합류하는거 아니냐?,1
기획부동산영업이 뭐임?,1
그리고 최근에 깨달은 점이 하나있는데 지금,1
다이아는 주은 아씨지,1
의경은 총 안받지 않나??,1
뭘좀 아는구나,1
여기서 용어만 살짝 바꾸면 일베아니냨ㅋㅋㅋㅋㅋㅋㅋㅋ,1
나는 웃기면서도 슬프다?,1
영어라 잘 모름,1
자한당 정쟁의 끝은 어디인지.. 끝이 없군요,1
정말 안산은... 뭐라 해야하냐,1
디플로우 예전에 지디앤탑이랑 작업했던사람 아님?,1
이종인은 뭐하냐? 다이빙벨 들고 한강 가야지. 저긴 유속도 빠르지 않아서 금방 찾을 수 있다!조속히 진실을 인양하자!,1
블로그 폭로녀 졸라 이쁘노 .,1
착한 팀킬 ^오^,1
응 힘내 ㄹㅇ 타격감 ㅆㅅㅌㅊ다 이기야ㅋㅋㅋㅋㅋ,1
태어난 아기는 진짜 혼란스럽겠다,1
어떻게 먹으면 45분 동안 급하게 먹냐? ㅋㅋㅋㅋㅋㅋㅋ특별한 곳도 아닌거 같은데 45분동안 밥먹는 사람이 식당 손님 걱정해주면 터질만 하겠네 ㅋㅋㅋ,1
근데 진짜다.혈통주의 완화 검색해봐라.애만 낳으면 전부 대한민국 국적 주는거 이미 추진 중.,1
엄마가 39고 아들이 20이라,1
"그럼, 계속 재혼하면 신혼이 계속 유지 되겠네...",1
잘못된 신념이 얼마나 무서운 지를 보여주는 사건임,1
사람답게 좀 살자~~,1
"아주 보편적이고 정상적인 내용이 기사화 된다는 것 자체가~ 많이 서글프네요! 믿음, 소망, 사랑 중에 제일은 사랑입니다^^",1
뭔내용임?,1
일베의 여신이라고 했다가 고소당했지만 이유없음으로 기각되었던 적 있네요. 담당 형사가 일베라는 말이 모욕적이지 않냐고 엮을려고 노력했지만. 해당 기사까지 뽑아가서 보여주고 당당히 이유없음 받았던 기억이 나네요.,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ피식했다,1
0렙 보존 RG?,1
479 아까 워마드 이미지가 페미니즘 망칠까 고민하는 글이 올라왔노. 내가 패니까 빛삭해버렸노. 그래서 내 글제목도 수정하노.,1
홍홍따리 홍홍따~,1
"우리나라라니요,,,,저는 캐나다인인데 한국에살고있다고 자꾸 저보고 한국인이랍니다,,,어케된거죠,,,?",1
기자님 성소수자인권이 가져올파장이 크기때문에 집중하는겁니다,1
박근헤 대통령님 존경합니다 평생 지지합니다♡♡,1
종경하고 감사합니다. 진정한 사랑이 무엇인지 행동으로 가르쳐 주시는 분입니다.,1
저 사람들이나 핑코게이 다구리친 사람이랑 뭐가 다르냐,1
말이 되냐...성경읽고와 젭알 신화가 아니야 성경은.,1
유전자 조사가 드러가야해,1
이분 여성 이셨는지 몰랐네요. 저는 남녀 갈등인줄 알았네요. 죄송합니다.,1
저 자리 가기엔 너무 젊은데시장은 미어터지게 좁고 통번대 출신은 예전보다 많은데 1세대가 아직도 현역이라 교수 연줄 아니면 절대로 못 간다어디 얼굴 좀 비출 정도면 채소 40대 후반이 보통임,1
내새끼 건드리면 개빡쳐서 불타오르는건 본능이지 잘참았다,1
대단하긴 하다 멀 어케 구워 삼길래,1
#Prayforkorea,1
우리공화국에도 건장하고착힌 남성난민100만명만 사울로 오면좋겠다,1
읻구 적은게 ㄹㅇ 축복이다 이기야,1
그래서 뭐 어쩌라고 ? 이게 뭐,1
"혼인과 가족 생활은 개인의 존엄과 양성의 평등을 기초로 성립되고 유지되어야하여, 국가는 이를 보장한다.(헌법 제 36조 1항) 반드시 수호해야합니다 헌법!!!!!!!!!",1
지마켓은 리얼돌도 있던데,1
절밥이 채식 위주라 의외로 존나 비쌈. 큭히나 49제 같은거 지내면 돈 믾이 드는게 고기같은거 못올리다보니 과일이나 떡 올리니 돈 존나 많이 든다.,1
지금 뭐하고 있으려나..........,1
가명을 알려주는게 불리하게 작용할 수도 있지 않나?가명을 썼다는거 자체가 성추행 또는 성폭행 의도가 있었다 라고 할 수도 있잖아,1
아니 그래서 여자 랑 성관계한 게 독일인이야 아프카니스탄이아?? 뭔소리야,1
이 나라의 미래를 보려거든 고개를 들어 서두원을 보라,1
일본이 사과하고 경제발전하라고 협조해준 부분을 안 가르쳐서 그래 학교에서 교육을 잘 시켜야하는데,1
나는 옛날부터 캐나다 국기를 좋아하노 캐나다의 자연풍경을 사랑하고,1
"이 여자는 어떻게 알았을까, 그분이 오섰습니다. 피리리~",1
손날좌 ㅜㅇㅜ..,1
근데 탈북하면 남아있는 탈북자 가족은 다 사형아니냐?,1
손날좌 근황 알고싶다ㅋㅋㅋㅋ,1
범죄비율 = 가해의도를 품은 비율 띵문이노,1
딱 일베노,1
갈색되는 거 아니냐? 더러워 보일듯...,1
난 가끔 본의아니게 어깨빵을 하는데 MP3 곡 찾는거때문에 MP3 들여다보고 걸으면 어깨빵 몇번씩 한다.,1
고소각좀 잘재라 게이들아 왜이리 고소를 많이 당하노 ㅠㅠ,1
남자는 채용 조건에 병역필 이거나 면제 라고 적혀있는데 이것도 차별아닌가요???,1
구조조정 시작이야 ..... 기업들 희망 버리고 구조조정 시작,1
논리로 안될거다이기 감정이 이미 그런것을... 위엣련이 말한것처럼 니가 안이쁘고 안잘나봤기때문에 막연히 그렇게 생각하는거라고 말해주고 더이상 연락하지마라,1
한국은 이런 어려운 문제를 그냥 불법으로 묶어두고 덮어버리는 경향이 있는 것 같습니다... 성 산업 역시 양지로 끌고와서 법의 테두리 안에 두어야 한다고 봅니다.,1
아니 보복부에서 마한걸 가짜뉴스라니..,1
아따 아줌씨 나으 부모님의 세금으로 만들어진 밥상이니께 쪼까 열심히 하쑈잉,1
주 예수보다 더 귀한 것은 없네 이 세상 명예와 바꿀 수 없네 이전에 즐기던 세상일도 주 사랑하는 맘 뺏지 못해세상 즐거움 다 버리고 세상 자랑 다 버렸네주 예수보다 더 귀한 것은 없네 예수밖에는 없네,1
신경쓰인다는 그 여직원이 타준 커피는 넣든 안넣든 찝찝하면 안 먹는게 정신건강에 좋을 것 같음 아재...,1
난 그래서 요즘 역이용해서 어차피 제사 안하는데~ 하면서 절하고 부랄떨때 방에 콕 박혀있는다 이기,1
책이름도 하악하악,1
치마입고 화장하는게 왜 여자가 된다는거임 그냥 치마입고 화장하는 남자가 되는거지 어느 시대인데 그냥 남자인채로 치마입고 화장해라 처음에야 주변에서 좀 놀라겠지만 곧 별 신경안쓴다,1
캬 아주 점잖게 놀았구마이,1
"비아냥 거리지는 맙시다. 이번에 민주당 절대 폭력 안쓴거 진짜 잘했어요. When they go low, we go high",1
미국 후터스 보면 입에 게거품 물겠네,1
아군이였네.,1
재기영기민기 ㄲㄲㄲ 다음은 상기 가자 이니야,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지난 활동을 보면 답이 나오죠~~~~~~~~,1
저게 어쩌면 저들이 살아남는 법일지도 모름,1
현실 아스톨포는 업냐..?,1
와 내가 하고싶은 말 잘대변해줬다,1
저거 왼쪽에 있는 애 이름 뭐더라 까먹었다,1
잠자는 사자를 건드리지 마라!,1
그 자리에서 교미를 해야 진정성을 알수 있지.,1
성호경을 긋는거 보니까 목사님이 아니라 신부님 이시네요^^,1
개웃기게 드립썼노 ㅋㅋㅋㅋ 빵터짐,1
상일도에선 버스에 불도 질렀는데 뭐 정윤고라고 그때당시 특지고 였다 걔네들이 버스에 불질러서 뉴스에도 나옴 300번인가 그랬을껄,1
나도 자유롭게 노무 ~노 쓰고싶다 이기,1
방금 MC무현 노래 들으러 갔다가 봤다,1
SNS에서의 표현은 현실보다 공연성이 있고 정확한 증거가 되므로 법적 처벌을 강화해야 된다고 봅니다.,1
저분 빨리 착한 바퀴상 드려라,1
ㅋㅋㅋㅁ 우리집 근처네 .. 저건 진짜 오래된건데 새로 안짓고 그대로 있음 ㅋㅋ 저기가 울산 삼산동임,1
경찰이 쫓아가는거야?방속국애들이 쫓아가는거야?,1
휴 다행이다 성매매말고 본인능력으로 갱뱅하는놈들 존나부럽더라..,1
"법안발의가 논의의 시작이 아니라 마침표인듯 발의하고 심의해서 법안통과되면 끝아닌가? 김성주의원은 뭔소리하는거야! 돈되는 성형,피부과등으로 가지않게 잘 지원책을 마련해서 있는 의사들 육성했으면 합니다",1
한자는 왜 번체자를 써놨노,1
기자가 영화를 아예 못본거같은데미드웨이가 다른 전쟁영화와는 다른게 단순 일본을 악으로 묘사하지 않고 그들의 국민과 나라를 위해 자기 목숨 하나쯤은 아무렇지 않게 내놓는 무사도 마냥 그려놨던데,1
귀엽게 생겼는데,1
정말 당연한거지.. 질서를 무너트리는것은 다음세대들을 위해서도 꼭 확실히 해야한다,1
으 지에스 이런 기업이었나요? 수준이 참...,1
핸드폰 때문에 동성강간 줄었다잖아,1
행갓치는 무조건 ㅇㅊ다 이기야,1
고마 안되는기라,1
아이가밝다고하지. 이뿌네요..라고하까,1
사랑과 미움같은 감정이란건 타인의 강요로 되는 것이 아니야혐오도 마찬가지지 더럽다고 느끼는 사람들도 있다는 것을 인정할 때.그 뭐냐...그렇잖나?,1
실족사 처리하겠지,1
평등하게 남성휴가부터 만들어라,1
이제 교회통해 더이상 확진자나오지않고 희망과 위로의 장소가되길..,1
너무못한다 뱀비늘모양으로 나와야됨,1
응안뽑앗어,1
탄햑 반대글 그 링크로 올리자ㅋㅋㅋㅋㅋ,1
불매운동잼 ㅋㅋㅋㅋ,1
지혜와 진리의 말씀이네요~,1
친목은 벤이랑깨,1
저런 애들이 능력자임돈을 떠나서순수하게 섹스를 할 수 있다는 거 자체가 남자로서 매력있다는거지.,1
들어간이유는?,1
큰그림을 잘그린단말이야,1
벌서 개학 한다고? 불과 5년전 일인데 왜 기억이 하나도 안나냐 원래 이렇게 빨리 개학하는거냐?,1
눈에는 눈 이에는 이~~일단 인분부터 먹이고 시작합시다~~,1
아시아에서 모든 미군철수하자고 주장하는것도 반동양인감정에서 기인한거임 ㅋㅋ,1
웃챙ㅋㅋㅋㅋㅋㅋ써먹어야겠노^느^,1
글진짜 잘썼다 나도 예전에 이영화 본적 있었는데 주인공이 사람이라서 재밌다고만 생각했지 이런 통찰은 못했노,1
연후 ㅈㅎ,1
반성하고 가노.. 아직 멀었다,1
생활방역 지침을 철저히 지키는 범위 안에서 함께 모여 예배하며 믿음을 회복하는데 한국교회가 하나되었으면합니다,1
한 10마리 고아넣은 쀼젤?ㅋㅋ,1
북한에 백린탄 살포하면 우리나라 국제적으로 적됨?,1
원래 우리나라는 우파 딴나라는 좌파가 되야 우리한테 최대 이득이다,1
ㄹㅇ 성매매가 가장 효율적인 욕구해결법 인것인가..,1
송나라때 전세계 경제 1등했는데..그리고 조선도 여진족출신 이성계가 했는데;;,1
안전한 목장 기도회가 드려지길 기도합니다,1
성폭행범이 처벌을 안받았다고?,1
아니 어디에 노인이 있노?,1
그래서 남성 몰카범들 처벌 어떻게 했는데..? 제대로 찾지도 않았잖음 뭘 두고본다는거지,1
군도에서 멋있게 나오더라,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 구체적인 목표도없음 이런애들특 절대 실천안함,1
와... 나도 저 생각 바로했었는데.... 근데 그걸 실천하면 어떻게!!!!!!,1
행동보지 봊나 멋지고 앵나오노. 수고했다 이기야. 나도 하고싶노.,1
달아올라서 물고빨고 난리 났는데 ㅋㅋㅋ,1
퍄퍄퍄퍄퍄퍄,1
저건 간지나게 드려면 저럴수밖에없음엄지 검지면 너무 없어보인다,1
